,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
148_9,2,0,0,0,2,148,9
148_10,2,0,0,0,2,148,10
148_11,2,0,0,0,2,148,11
148_12,2,0,0,0,2,148,12
148_13,2,0,0,0,2,148,13
148_14,2,0,0,0,2,148,14
149_0,1,0,1,0,2,149,0
149_1,1,0,1,0,2,149,1
149_2,0,2,0,0,2,149,2
149_3,0,2,0,0,2,149,3
149_4,0,0,1,1,2,149,4
149_5,1,0,1,0,2,149,5
149_6,0,0,2,0,2,149,6
149_7,1,0,1,0,2,149,7
149_8,1,0,1,0,2,149,8
149_9,0,0,1,1,2,149,9
149_10,2,0,0,0,2,149,10
149_11,0,0,0,2,2,149,11
149_12,1,1,0,0,2,149,12
149_13,2,0,0,0,2,149,13
149_14,2,0,0,0,2,149,14
149_15,2,0,0,0,2,149,15
149_16,2,0,0,0,2,149,16
149_17,0,1,0,1,2,149,17
149_18,2,0,0,0,2,149,18
149_19,2,0,0,0,2,149,19
150_0,0,1,0,1,2,150,0
150_1,1,0,1,0,2,150,1
150_2,2,0,0,0,2,150,2
150_3,1,0,1,0,2,150,3
150_4,1,0,1,0,2,150,4
150_5,1,0,1,0,2,150,5
150_6,0,1,0,1,2,150,6
150_7,1,0,1,0,2,150,7
150_8,1,0,1,0,2,150,8
150_9,1,0,1,0,2,150,9
150_11,2,0,0,0,2,150,11
150_12,2,0,0,0,2,150,12
150_13,2,0,0,0,2,150,13
150_14,0,0,2,0,2,150,14
150_15,0,1,1,0,2,150,15
150_16,0,2,0,0,2,150,16
150_17,0,0,0,2,2,150,17
150_18,2,0,0,0,2,150,18
150_19,1,0,1,0,2,150,19
150_20,1,0,1,0,2,150,20
150_21,2,0,0,0,2,150,21
150_22,1,0,1,0,2,150,22
150_23,2,0,0,0,2,150,23
150_24,1,0,1,0,2,150,24
150_25,1,0,1,0,2,150,25
150_26,1,0,1,0,2,150,26
150_27,0,1,0,1,2,150,27
150_28,1,0,1,0,2,150,28
150_29,1,0,1,0,2,150,29
150_30,1,0,1,0,2,150,30
150_31,1,0,1,0,2,150,31
150_32,1,0,1,0,2,150,32
150_33,1,0,1,0,2,150,33
150_34,1,0,1,0,2,150,34
151_0,1,0,1,0,2,151,0
151_1,1,0,1,0,2,151,1
151_2,0,0,1,1,2,151,2
151_3,1,0,1,0,2,151,3
151_4,1,0,1,0,2,151,4
151_5,1,1,0,0,2,151,5
151_6,1,1,0,0,2,151,6
151_7,2,0,0,0,2,151,7
151_8,0,0,2,0,2,151,8
151_9,1,0,1,0,2,151,9
151_10,1,1,0,0,2,151,10
151_11,2,0,0,0,2,151,11
151_12,2,0,0,0,2,151,12
151_13,2,0,0,0,2,151,13
151_14,2,0,0,0,2,151,14
151_15,1,1,0,0,2,151,15
151_16,2,0,0,0,2,151,16
151_17,2,0,0,0,2,151,17
151_18,2,0,0,0,2,151,18
151_19,2,0,0,0,2,151,19
152_0,1,0,0,1,2,152,0
152_1,1,0,1,0,2,152,1
152_2,1,0,1,0,2,152,2
152_3,1,0,1,0,2,152,3
152_4,1,0,1,0,2,152,4
152_5,2,0,0,0,2,152,5
152_6,1,0,1,0,2,152,6
152_7,1,0,1,0,2,152,7
152_8,1,0,1,0,2,152,8
152_9,1,0,1,0,2,152,9
152_10,2,0,0,0,2,152,10
152_11,2,0,0,0,2,152,11
152_12,2,0,0,0,2,152,12
152_13,2,0,0,0,2,152,13
152_14,2,0,0,0,2,152,14
152_15,2,0,0,0,2,152,15
152_16,2,0,0,0,2,152,16
152_17,2,0,0,0,2,152,17
152_18,2,0,0,0,2,152,18
152_19,0,0,2,0,2,152,19
153_0,2,0,0,0,2,153,0
153_1,2,0,0,0,2,153,1
153_2,2,0,0,0,2,153,2
153_3,2,0,0,0,2,153,3
153_4,2,0,0,0,2,153,4
153_5,2,0,0,0,2,153,5
153_6,2,0,0,0,2,153,6
153_7,2,0,0,0,2,153,7
153_8,2,0,0,0,2,153,8
153_9,2,0,0,0,2,153,9
153_10,1,0,1,0,2,153,10
153_11,1,0,1,0,2,153,11
153_12,1,0,1,0,2,153,12
153_13,1,0,1,0,2,153,13
153_14,0,1,0,1,2,153,14
153_15,1,0,1,0,2,153,15
153_16,2,0,0,0,2,153,16
153_17,1,0,1,0,2,153,17
153_18,1,0,1,0,2,153,18
153_19,1,0,1,0,2,153,19
154_0,2,0,0,0,2,154,0
154_1,2,0,0,0,2,154,1
154_2,2,0,0,0,2,154,2
154_3,2,0,0,0,2,154,3
154_4,2,0,0,0,2,154,4
154_5,2,0,0,0,2,154,5
154_6,2,0,0,0,2,154,6
154_7,1,1,0,0,2,154,7
154_8,2,0,0,0,2,154,8
154_9,2,0,0,0,2,154,9
154_10,2,0,0,0,2,154,10
154_11,2,0,0,0,2,154,11
154_12,2,0,0,0,2,154,12
154_13,2,0,0,0,2,154,13
154_14,0,0,2,0,2,154,14
154_15,1,0,1,0,2,154,15
154_16,2,0,0,0,2,154,16
154_17,2,0,0,0,2,154,17
154_18,1,0,1,0,2,154,18
154_19,2,0,0,0,2,154,19
154_20,0,2,0,0,2,154,20
154_21,1,0,1,0,2,154,21
154_22,2,0,0,0,2,154,22
154_23,1,0,1,0,2,154,23
154_24,0,0,2,0,2,154,24
154_25,0,1,1,0,2,154,25
154_26,2,0,0,0,2,154,26
154_27,2,0,0,0,2,154,27
154_28,2,0,0,0,2,154,28
154_29,0,0,2,0,2,154,29
155_0,1,0,1,0,2,155,0
155_1,1,0,1,0,2,155,1
155_2,1,0,1,0,2,155,2
155_3,1,0,1,0,2,155,3
155_4,1,0,1,0,2,155,4
155_5,1,0,1,0,2,155,5
155_6,1,0,1,0,2,155,6
155_7,1,0,1,0,2,155,7
155_8,1,0,1,0,2,155,8
155_9,1,0,1,0,2,155,9
155_10,2,0,0,0,2,155,10
155_11,2,0,0,0,2,155,11
155_12,2,0,0,0,2,155,12
155_13,2,0,0,0,2,155,13
155_14,2,0,0,0,2,155,14
155_15,2,0,0,0,2,155,15
155_16,2,0,0,0,2,155,16
155_17,0,0,2,0,2,155,17
155_18,2,0,0,0,2,155,18
155_19,2,0,0,0,2,155,19
156_0,2,0,0,0,2,156,0
156_1,2,0,0,0,2,156,1
156_2,2,0,0,0,2,156,2
156_3,2,0,0,0,2,156,3
156_4,2,0,0,0,2,156,4
156_5,2,0,0,0,2,156,5
156_6,2,0,0,0,2,156,6
156_7,2,0,0,0,2,156,7
156_8,2,0,0,0,2,156,8
156_10,2,0,0,0,2,156,10
156_11,1,0,1,0,2,156,11
156_12,0,2,0,0,2,156,12
156_13,2,0,0,0,2,156,13
156_14,0,1,1,0,2,156,14
156_15,1,0,1,0,2,156,15
156_16,0,0,2,0,2,156,16
156_17,2,0,0,0,2,156,17
156_18,2,0,0,0,2,156,18
156_19,1,0,1,0,2,156,19
156_20,1,0,1,0,2,156,20
156_21,1,0,1,0,2,156,21
156_22,1,0,1,0,2,156,22
156_23,1,1,0,0,2,156,23
156_24,1,0,1,0,2,156,24
156_25,1,1,0,0,2,156,25
156_26,1,0,1,0,2,156,26
156_27,0,0,2,0,2,156,27
156_28,1,0,1,0,2,156,28
156_29,1,0,1,0,2,156,29
157_0,2,0,0,0,2,157,0
157_1,2,0,0,0,2,157,1
157_2,2,0,0,0,2,157,2
157_3,2,0,0,0,2,157,3
157_4,2,0,0,0,2,157,4
157_5,2,0,0,0,2,157,5
157_6,2,0,0,0,2,157,6
157_7,2,0,0,0,2,157,7
157_9,2,0,0,0,2,157,9
157_10,0,0,2,0,2,157,10
157_11,1,0,1,0,2,157,11
157_12,0,2,0,0,2,157,12
157_13,2,0,0,0,2,157,13
157_14,1,1,0,0,2,157,14
157_15,0,0,2,0,2,157,15
157_16,2,0,0,0,2,157,16
157_17,2,0,0,0,2,157,17
157_18,1,1,0,0,2,157,18
157_19,2,0,0,0,2,157,19
158_0,2,0,0,0,2,158,0
158_1,2,0,0,0,2,158,1
158_2,2,0,0,0,2,158,2
158_3,2,0,0,0,2,158,3
158_4,2,0,0,0,2,158,4
158_5,0,0,1,1,2,158,5
158_6,2,0,0,0,2,158,6
158_7,2,0,0,0,2,158,7
158_8,2,0,0,0,2,158,8
158_9,2,0,0,0,2,158,9
158_10,2,0,0,0,2,158,10
158_11,2,0,0,0,2,158,11
158_12,0,0,2,0,2,158,12
158_13,1,0,1,0,2,158,13
158_14,2,0,0,0,2,158,14
158_15,1,1,0,0,2,158,15
158_16,2,0,0,0,2,158,16
158_18,1,1,0,0,2,158,18
158_19,0,0,2,0,2,158,19
159_0,0,0,0,2,2,159,0
159_1,0,0,0,2,2,159,1
159_2,2,0,0,0,2,159,2
159_3,2,0,0,0,2,159,3
159_4,2,0,0,0,2,159,4
159_5,1,0,0,1,2,159,5
159_6,1,0,0,1,2,159,6
159_7,1,0,0,1,2,159,7
159_8,0,0,0,2,2,159,8
159_9,1,0,0,1,2,159,9
159_10,1,0,0,1,2,159,10
159_11,2,0,0,0,2,159,11
159_12,0,0,2,0,2,159,12
159_13,2,0,0,0,2,159,13
159_14,0,0,2,0,2,159,14
159_15,1,0,0,1,2,159,15
159_16,0,0,1,1,2,159,16
159_17,1,1,0,0,2,159,17
159_18,0,1,1,0,2,159,18
159_19,0,0,2,0,2,159,19
160_0,2,0,0,0,2,160,0
160_1,2,0,0,0,2,160,1
160_2,2,0,0,0,2,160,2
160_3,2,0,0,0,2,160,3
160_4,2,0,0,0,2,160,4
160_5,2,0,0,0,2,160,5
160_6,2,0,0,0,2,160,6
160_7,2,0,0,0,2,160,7
160_8,2,0,0,0,2,160,8
160_10,2,0,0,0,2,160,10
160_11,0,0,2,0,2,160,11
160_12,0,1,1,0,2,160,12
160_13,2,0,0,0,2,160,13
160_14,0,0,2,0,2,160,14
160_15,0,0,2,0,2,160,15
160_16,0,1,0,1,2,160,16
160_17,0,1,1,0,2,160,17
160_18,1,1,0,0,2,160,18
160_19,2,0,0,0,2,160,19
161_0,2,0,0,0,2,161,0
161_1,2,0,0,0,2,161,1
161_2,2,0,0,0,2,161,2
161_3,0,1,0,1,2,161,3
161_4,2,0,0,0,2,161,4
161_5,2,0,0,0,2,161,5
161_6,2,0,0,0,2,161,6
161_7,2,0,0,0,2,161,7
161_8,1,0,0,1,2,161,8
161_9,0,1,0,1,2,161,9
161_10,0,0,1,1,2,161,10
161_11,0,1,0,1,2,161,11
161_12,2,0,0,0,2,161,12
161_13,2,0,0,0,2,161,13
161_14,2,0,0,0,2,161,14
161_15,0,0,2,0,2,161,15
161_16,0,1,1,0,2,161,16
161_17,0,1,0,1,2,161,17
161_18,2,0,0,0,2,161,18
161_19,0,1,0,1,2,161,19
161_20,2,0,0,0,2,161,20
161_21,1,0,1,0,2,161,21
161_22,2,0,0,0,2,161,22
161_23,2,0,0,0,2,161,23
161_24,1,0,0,1,2,161,24
161_25,2,0,0,0,2,161,25
161_26,1,1,0,0,2,161,26
161_27,0,0,2,0,2,161,27
161_28,1,1,0,0,2,161,28
161_29,2,0,0,0,2,161,29
161_30,1,0,1,0,2,161,30
161_31,2,0,0,0,2,161,31
161_32,0,1,0,1,2,161,32
161_33,0,1,0,1,2,161,33
161_34,0,1,1,0,2,161,34
161_35,0,1,1,0,2,161,35
162_0,2,0,0,0,2,162,0
162_1,2,0,0,0,2,162,1
162_2,2,0,0,0,2,162,2
162_3,2,0,0,0,2,162,3
162_4,2,0,0,0,2,162,4
162_5,2,0,0,0,2,162,5
162_6,2,0,0,0,2,162,6
162_7,2,0,0,0,2,162,7
162_8,2,0,0,0,2,162,8
162_9,2,0,0,0,2,162,9
162_10,2,0,0,0,2,162,10
162_11,2,0,0,0,2,162,11
162_12,2,0,0,0,2,162,12
162_13,2,0,0,0,2,162,13
162_14,2,0,0,0,2,162,14
162_15,2,0,0,0,2,162,15
162_16,2,0,0,0,2,162,16
162_17,2,0,0,0,2,162,17
162_18,2,0,0,0,2,162,18
162_19,2,0,0,0,2,162,19
162_20,1,0,1,0,2,162,20
162_21,2,0,0,0,2,162,21
162_22,1,0,1,0,2,162,22
162_23,2,0,0,0,2,162,23
162_24,1,0,1,0,2,162,24
162_25,2,0,0,0,2,162,25
162_26,0,1,1,0,2,162,26
162_27,0,0,2,0,2,162,27
162_28,2,0,0,0,2,162,28
162_29,2,0,0,0,2,162,29
163_0,0,0,2,0,2,163,0
163_1,0,0,2,0,2,163,1
163_2,0,0,2,0,2,163,2
163_3,0,0,2,0,2,163,3
163_4,0,0,2,0,2,163,4
163_5,0,0,2,0,2,163,5
163_6,0,0,2,0,2,163,6
163_7,0,0,2,0,2,163,7
163_8,1,0,1,0,2,163,8
163_9,2,0,0,0,2,163,9
164_0,0,1,0,1,2,164,0
164_1,0,1,0,1,2,164,1
164_2,2,0,0,0,2,164,2
164_3,1,0,1,0,2,164,3
164_4,2,0,0,0,2,164,4
164_5,0,0,0,2,2,164,5
164_6,1,0,1,0,2,164,6
164_7,2,0,0,0,2,164,7
164_8,1,1,0,0,2,164,8
164_9,0,0,0,2,2,164,9
164_10,1,0,1,0,2,164,10
164_11,1,0,1,0,2,164,11
164_12,0,1,1,0,2,164,12
164_13,1,0,1,0,2,164,13
164_14,0,2,0,0,2,164,14
164_15,1,1,0,0,2,164,15
164_16,1,1,0,0,2,164,16
164_17,1,0,1,0,2,164,17
164_18,1,1,0,0,2,164,18
164_19,1,0,1,0,2,164,19
165_0,2,0,0,0,2,165,0
165_1,2,0,0,0,2,165,1
165_2,2,0,0,0,2,165,2
165_3,2,0,0,0,2,165,3
165_4,2,0,0,0,2,165,4
165_5,2,0,0,0,2,165,5
165_6,2,0,0,0,2,165,6
165_7,1,0,0,1,2,165,7
165_8,2,0,0,0,2,165,8
165_9,1,1,0,0,2,165,9
165_10,1,0,1,0,2,165,10
165_11,1,0,1,0,2,165,11
165_12,0,2,0,0,2,165,12
165_13,2,0,0,0,2,165,13
165_14,2,0,0,0,2,165,14
165_15,1,1,0,0,2,165,15
165_16,2,0,0,0,2,165,16
165_17,0,1,1,0,2,165,17
165_18,1,1,0,0,2,165,18
165_19,0,1,0,1,2,165,19
165_20,1,0,1,0,2,165,20
165_21,1,0,1,0,2,165,21
165_22,1,0,1,0,2,165,22
165_23,0,0,1,1,2,165,23
165_24,1,0,1,0,2,165,24
165_25,1,1,0,0,2,165,25
165_26,1,0,1,0,2,165,26
165_27,0,1,1,0,2,165,27
165_28,1,0,1,0,2,165,28
165_29,1,0,1,0,2,165,29
165_30,1,0,0,1,2,165,30
165_31,0,1,0,1,2,165,31
165_32,1,0,1,0,2,165,32
166_0,1,0,1,0,2,166,0
166_2,1,0,1,0,2,166,2
166_3,1,0,1,0,2,166,3
166_4,1,0,1,0,2,166,4
166_5,0,0,2,0,2,166,5
166_6,2,0,0,0,2,166,6
166_7,1,0,1,0,2,166,7
166_8,1,0,1,0,2,166,8
166_9,0,0,2,0,2,166,9
166_10,2,0,0,0,2,166,10
166_11,2,0,0,0,2,166,11
166_12,2,0,0,0,2,166,12
166_13,2,0,0,0,2,166,13
166_14,2,0,0,0,2,166,14
166_15,2,0,0,0,2,166,15
166_16,2,0,0,0,2,166,16
166_17,2,0,0,0,2,166,17
166_18,2,0,0,0,2,166,18
166_19,2,0,0,0,2,166,19
167_0,1,0,1,0,2,167,0
167_1,1,0,1,0,2,167,1
167_2,1,0,1,0,2,167,2
167_3,1,1,0,0,2,167,3
167_4,1,0,1,0,2,167,4
167_5,1,0,1,0,2,167,5
167_6,2,0,0,0,2,167,6
167_7,2,0,0,0,2,167,7
167_8,1,0,1,0,2,167,8
167_9,1,0,1,0,2,167,9
167_12,2,0,0,0,2,167,12
167_13,1,1,0,0,2,167,13
167_14,2,0,0,0,2,167,14
167_15,0,1,0,1,2,167,15
167_16,2,0,0,0,2,167,16
167_17,1,1,0,0,2,167,17
167_18,1,1,0,0,2,167,18
167_19,2,0,0,0,2,167,19
168_1,2,0,0,0,2,168,1
168_2,2,0,0,0,2,168,2
168_3,0,0,2,0,2,168,3
168_5,1,0,1,0,2,168,5
168_6,1,0,1,0,2,168,6
168_7,2,0,0,0,2,168,7
168_8,0,0,2,0,2,168,8
168_9,1,0,1,0,2,168,9
168_10,2,0,0,0,2,168,10
168_11,2,0,0,0,2,168,11
168_12,2,0,0,0,2,168,12
168_13,2,0,0,0,2,168,13
168_14,2,0,0,0,2,168,14
168_15,1,0,0,1,2,168,15
168_16,1,1,0,0,2,168,16
168_17,2,0,0,0,2,168,17
168_18,1,0,0,1,2,168,18
168_19,2,0,0,0,2,168,19
169_0,0,0,1,1,2,169,0
169_1,2,0,0,0,2,169,1
169_2,2,0,0,0,2,169,2
169_3,2,0,0,0,2,169,3
169_4,0,0,2,0,2,169,4
169_5,0,0,2,0,2,169,5
169_6,0,0,2,0,2,169,6
169_7,0,0,2,0,2,169,7
169_8,2,0,0,0,2,169,8
169_9,1,0,1,0,2,169,9
169_10,2,0,0,0,2,169,10
169_11,2,0,0,0,2,169,11
169_12,2,0,0,0,2,169,12
169_13,2,0,0,0,2,169,13
169_14,2,0,0,0,2,169,14
169_15,2,0,0,0,2,169,15
169_16,2,0,0,0,2,169,16
169_17,2,0,0,0,2,169,17
169_18,2,0,0,0,2,169,18
169_19,2,0,0,0,2,169,19
170_0,2,0,0,0,2,170,0
170_1,2,0,0,0,2,170,1
170_2,1,0,1,0,2,170,2
170_3,2,0,0,0,2,170,3
170_4,2,0,0,0,2,170,4
170_5,2,0,0,0,2,170,5
170_6,2,0,0,0,2,170,6
170_7,2,0,0,0,2,170,7
170_8,2,0,0,0,2,170,8
170_9,2,0,0,0,2,170,9
170_10,2,0,0,0,2,170,10
170_11,2,0,0,0,2,170,11
170_12,2,0,0,0,2,170,12
170_14,2,0,0,0,2,170,14
170_15,0,0,1,1,2,170,15
170_16,2,0,0,0,2,170,16
170_17,2,0,0,0,2,170,17
170_18,1,1,0,0,2,170,18
170_19,1,0,0,1,2,170,19
170_20,2,0,0,0,2,170,20
170_21,0,0,2,0,2,170,21
170_22,0,1,1,0,2,170,22
170_23,1,0,0,1,2,170,23
170_24,0,0,2,0,2,170,24
170_25,2,0,0,0,2,170,25
170_26,2,0,0,0,2,170,26
170_27,2,0,0,0,2,170,27
170_28,2,0,0,0,2,170,28
170_29,0,1,0,1,2,170,29
170_30,2,0,0,0,2,170,30
170_31,2,0,0,0,2,170,31
170_32,2,0,0,0,2,170,32
170_33,2,0,0,0,2,170,33
170_34,2,0,0,0,2,170,34
171_0,2,0,0,0,2,171,0
171_1,2,0,0,0,2,171,1
171_2,1,0,1,0,2,171,2
171_3,2,0,0,0,2,171,3
171_4,1,0,1,0,2,171,4
171_5,2,0,0,0,2,171,5
171_6,1,0,0,1,2,171,6
171_7,2,0,0,0,2,171,7
171_8,2,0,0,0,2,171,8
171_9,2,0,0,0,2,171,9
171_10,2,0,0,0,2,171,10
171_11,1,0,0,1,2,171,11
171_12,2,0,0,0,2,171,12
171_13,0,0,2,0,2,171,13
171_14,2,0,0,0,2,171,14
171_16,2,0,0,0,2,171,16
171_17,0,0,2,0,2,171,17
171_18,0,0,2,0,2,171,18
171_19,0,0,2,0,2,171,19
171_20,2,0,0,0,2,171,20
171_21,2,0,0,0,2,171,21
171_22,2,0,0,0,2,171,22
171_23,2,0,0,0,2,171,23
171_24,2,0,0,0,2,171,24
171_26,2,0,0,0,2,171,26
171_28,2,0,0,0,2,171,28
171_29,2,0,0,0,2,171,29
172_0,2,0,0,0,2,172,0
172_1,1,0,0,1,2,172,1
172_2,2,0,0,0,2,172,2
172_3,2,0,0,0,2,172,3
172_4,2,0,0,0,2,172,4
172_5,2,0,0,0,2,172,5
172_6,2,0,0,0,2,172,6
172_7,2,0,0,0,2,172,7
172_8,2,0,0,0,2,172,8
172_9,2,0,0,0,2,172,9
172_10,0,0,2,0,2,172,10
172_11,2,0,0,0,2,172,11
172_12,0,0,2,0,2,172,12
172_13,2,0,0,0,2,172,13
172_14,2,0,0,0,2,172,14
172_15,1,0,1,0,2,172,15
172_16,2,0,0,0,2,172,16
172_17,0,0,2,0,2,172,17
172_18,2,0,0,0,2,172,18
172_19,2,0,0,0,2,172,19
172_20,2,0,0,0,2,172,20
172_21,0,0,2,0,2,172,21
172_23,0,0,2,0,2,172,23
173_0,2,0,0,0,2,173,0
173_1,1,0,1,0,2,173,1
173_2,2,0,0,0,2,173,2
173_3,2,0,0,0,2,173,3
173_4,1,0,0,1,2,173,4
173_5,2,0,0,0,2,173,5
173_6,1,0,1,0,2,173,6
173_7,1,0,0,1,2,173,7
173_8,2,0,0,0,2,173,8
173_9,1,0,1,0,2,173,9
173_10,2,0,0,0,2,173,10
173_11,2,0,0,0,2,173,11
173_12,2,0,0,0,2,173,12
173_13,2,0,0,0,2,173,13
173_14,2,0,0,0,2,173,14
173_15,2,0,0,0,2,173,15
173_16,2,0,0,0,2,173,16
173_17,2,0,0,0,2,173,17
173_18,2,0,0,0,2,173,18
173_19,2,0,0,0,2,173,19
174_0,0,0,2,0,2,174,0
174_1,0,1,1,0,2,174,1
174_2,1,0,1,0,2,174,2
174_3,1,0,1,0,2,174,3
174_4,0,0,2,0,2,174,4
174_5,1,1,0,0,2,174,5
174_6,2,0,0,0,2,174,6
174_7,2,0,0,0,2,174,7
174_8,2,0,0,0,2,174,8
174_9,1,0,0,1,2,174,9
174_10,2,0,0,0,2,174,10
174_11,2,0,0,0,2,174,11
174_12,2,0,0,0,2,174,12
174_13,2,0,0,0,2,174,13
174_14,2,0,0,0,2,174,14
174_15,2,0,0,0,2,174,15
174_16,2,0,0,0,2,174,16
174_17,2,0,0,0,2,174,17
174_18,1,0,0,1,2,174,18
174_19,1,0,0,1,2,174,19
175_0,2,0,0,0,2,175,0
175_1,2,0,0,0,2,175,1
175_2,1,0,0,1,2,175,2
175_3,2,0,0,0,2,175,3
175_4,2,0,0,0,2,175,4
175_5,2,0,0,0,2,175,5
175_6,2,0,0,0,2,175,6
175_7,2,0,0,0,2,175,7
175_8,1,0,1,0,2,175,8
175_9,0,0,2,0,2,175,9
175_10,2,0,0,0,2,175,10
175_11,2,0,0,0,2,175,11
175_12,2,0,0,0,2,175,12
175_13,2,0,0,0,2,175,13
175_14,2,0,0,0,2,175,14
175_15,2,0,0,0,2,175,15
175_16,2,0,0,0,2,175,16
175_17,1,0,0,1,2,175,17
175_18,2,0,0,0,2,175,18
175_19,2,0,0,0,2,175,19
176_0,2,0,0,0,2,176,0
176_1,2,0,0,0,2,176,1
176_2,2,0,0,0,2,176,2
176_3,1,1,0,0,2,176,3
176_4,0,0,2,0,2,176,4
176_5,0,0,2,0,2,176,5
176_6,2,0,0,0,2,176,6
176_7,1,1,0,0,2,176,7
176_8,1,0,0,1,2,176,8
176_9,0,1,1,0,2,176,9
176_10,2,0,0,0,2,176,10
176_11,1,0,0,1,2,176,11
176_12,2,0,0,0,2,176,12
176_13,2,0,0,0,2,176,13
176_14,2,0,0,0,2,176,14
176_15,2,0,0,0,2,176,15
176_16,2,0,0,0,2,176,16
176_17,2,0,0,0,2,176,17
176_18,1,0,0,1,2,176,18
176_19,2,0,0,0,2,176,19
177_0,0,0,2,0,2,177,0
177_1,2,0,0,0,2,177,1
177_2,1,1,0,0,2,177,2
177_3,1,0,1,0,2,177,3
177_4,2,0,0,0,2,177,4
177_5,0,0,2,0,2,177,5
177_6,1,0,1,0,2,177,6
177_7,2,0,0,0,2,177,7
177_8,2,0,0,0,2,177,8
177_9,1,0,1,0,2,177,9
177_10,2,0,0,0,2,177,10
177_11,2,0,0,0,2,177,11
177_12,1,0,0,1,2,177,12
177_13,2,0,0,0,2,177,13
177_14,2,0,0,0,2,177,14
177_15,1,0,0,1,2,177,15
177_16,2,0,0,0,2,177,16
177_17,2,0,0,0,2,177,17
177_18,2,0,0,0,2,177,18
177_19,2,0,0,0,2,177,19
178_0,0,0,2,0,2,178,0
178_1,1,0,1,0,2,178,1
178_2,0,0,2,0,2,178,2
178_3,2,0,0,0,2,178,3
178_4,2,0,0,0,2,178,4
178_5,2,0,0,0,2,178,5
178_6,2,0,0,0,2,178,6
178_7,2,0,0,0,2,178,7
178_8,1,0,1,0,2,178,8
178_10,2,0,0,0,2,178,10
178_11,2,0,0,0,2,178,11
178_12,2,0,0,0,2,178,12
178_13,1,0,0,1,2,178,13
178_14,2,0,0,0,2,178,14
178_15,2,0,0,0,2,178,15
178_16,2,0,0,0,2,178,16
178_17,1,0,0,1,2,178,17
178_18,0,0,2,0,2,178,18
178_19,2,0,0,0,2,178,19
179_0,2,0,0,0,2,179,0
179_1,2,0,0,0,2,179,1
179_2,2,0,0,0,2,179,2
179_3,1,0,1,0,2,179,3
179_4,0,0,2,0,2,179,4
179_5,1,0,0,1,2,179,5
179_6,1,0,1,0,2,179,6
179_7,2,0,0,0,2,179,7
179_8,0,0,2,0,2,179,8
179_9,2,0,0,0,2,179,9
179_10,2,0,0,0,2,179,10
179_11,2,0,0,0,2,179,11
179_12,2,0,0,0,2,179,12
179_13,0,0,2,0,2,179,13
179_14,2,0,0,0,2,179,14
179_15,2,0,0,0,2,179,15
179_16,0,0,2,0,2,179,16
179_17,2,0,0,0,2,179,17
179_18,2,0,0,0,2,179,18
179_19,1,0,0,1,2,179,19
179_20,2,0,0,0,2,179,20
179_22,2,0,0,0,2,179,22
179_23,2,0,0,0,2,179,23
179_24,2,0,0,0,2,179,24
179_25,1,0,1,0,2,179,25
179_26,1,0,1,0,2,179,26
179_27,0,0,2,0,2,179,27
179_28,0,0,2,0,2,179,28
179_29,2,0,0,0,2,179,29
180_0,2,0,0,0,2,180,0
180_1,2,0,0,0,2,180,1
180_2,2,0,0,0,2,180,2
180_3,1,0,0,1,2,180,3
180_4,2,0,0,0,2,180,4
180_5,2,0,0,0,2,180,5
180_6,2,0,0,0,2,180,6
180_7,2,0,0,0,2,180,7
180_8,2,0,0,0,2,180,8
180_9,2,0,0,0,2,180,9
180_10,2,0,0,0,2,180,10
180_11,1,0,1,0,2,180,11
180_12,2,0,0,0,2,180,12
180_13,2,0,0,0,2,180,13
180_14,2,0,0,0,2,180,14
180_15,1,0,1,0,2,180,15
180_16,2,0,0,0,2,180,16
180_17,2,0,0,0,2,180,17
180_18,1,0,1,0,2,180,18
180_19,2,0,0,0,2,180,19
181_0,2,0,0,0,2,181,0
181_1,0,0,2,0,2,181,1
181_2,2,0,0,0,2,181,2
181_3,2,0,0,0,2,181,3
181_4,2,0,0,0,2,181,4
181_5,2,0,0,0,2,181,5
181_6,2,0,0,0,2,181,6
181_7,1,0,0,1,2,181,7
181_8,2,0,0,0,2,181,8
181_9,0,0,2,0,2,181,9
181_10,1,0,1,0,2,181,10
181_11,0,0,2,0,2,181,11
181_12,0,0,2,0,2,181,12
181_13,2,0,0,0,2,181,13
181_14,1,0,1,0,2,181,14
181_15,2,0,0,0,2,181,15
181_16,2,0,0,0,2,181,16
181_17,2,0,0,0,2,181,17
181_18,2,0,0,0,2,181,18
181_19,2,0,0,0,2,181,19
181_20,0,0,2,0,2,181,20
181_21,2,0,0,0,2,181,21
181_22,2,0,0,0,2,181,22
181_23,1,0,1,0,2,181,23
181_24,0,0,2,0,2,181,24
181_25,2,0,0,0,2,181,25
181_26,2,0,0,0,2,181,26
181_27,0,0,2,0,2,181,27
181_28,1,0,1,0,2,181,28
181_29,2,0,0,0,2,181,29
181_30,2,0,0,0,2,181,30
181_31,0,0,2,0,2,181,31
181_32,2,0,0,0,2,181,32
182_0,2,0,0,0,2,182,0
182_1,2,0,0,0,2,182,1
182_2,2,0,0,0,2,182,2
182_3,2,0,0,0,2,182,3
182_4,2,0,0,0,2,182,4
182_5,2,0,0,0,2,182,5
182_6,2,0,0,0,2,182,6
182_7,2,0,0,0,2,182,7
182_8,1,0,1,0,2,182,8
182_9,1,0,0,1,2,182,9
182_10,0,0,2,0,2,182,10
