,Edita,Andrei,Meli,Alina,Liviu,Oana,Silviu,Mada
404_7,3.0,3.0,,,,,,
404_8,3.0,3.0,,,,,,
404_9,1.0,3.0,,,,,,
404_10,3.0,3.0,,,,,,
404_11,3.0,3.0,,,,,,
404_12,3.0,3.0,,,,,,
404_13,1.0,3.0,,,,,,
404_14,3.0,3.0,,,,,,
404_15,3.0,3.0,,,,,,
404_16,3.0,3.0,,,,,,
404_17,3.0,3.0,,,,,,
404_18,3.0,3.0,,,,,,
404_19,3.0,3.0,,,,,,
405_0,3.0,3.0,,,,,,
405_1,1.0,3.0,,,,,,
405_2,3.0,3.0,,,,,,
405_3,3.0,3.0,,,,,,
405_4,3.0,3.0,,,,,,
405_5,3.0,3.0,,,,,,
405_6,3.0,3.0,,,,,,
405_7,3.0,3.0,,,,,,
405_8,3.0,3.0,,,,,,
405_9,1.0,3.0,,,,,,
407_0,3.0,1.0,,,,,,
407_1,3.0,3.0,,,,,,
407_2,1.0,3.0,,,,,,
407_3,3.0,3.0,,,,,,
407_4,1.0,1.0,,,,,,
407_5,3.0,3.0,,,,,,
407_6,3.0,3.0,,,,,,
407_8,1.0,3.0,,,,,,
407_9,1.0,3.0,,,,,,
407_10,3.0,3.0,,,,,,
407_11,3.0,3.0,,,,,,
407_12,3.0,3.0,,,,,,
407_13,3.0,3.0,,,,,,
407_14,3.0,3.0,,,,,,
407_15,1.0,3.0,,,,,,
407_16,3.0,3.0,,,,,,
407_17,1.0,3.0,,,,,,
407_18,1.0,3.0,,,,,,
407_19,3.0,3.0,,,,,,
85_0,,1.0,,,3.0,,,
85_1,,3.0,,,3.0,,,
85_2,,1.0,,,1.0,,,
85_3,,3.0,,,1.0,,,
85_4,,3.0,,,3.0,,,
85_5,,1.0,,,3.0,,,
85_6,,1.0,,,1.0,,,
85_7,,3.0,,,1.0,,,
85_8,,3.0,,,3.0,,,
85_9,,3.0,,,3.0,,,
85_10,,3.0,,,3.0,,,
85_11,,3.0,,,3.0,,,
85_12,,3.0,,,3.0,,,
85_13,,3.0,,,3.0,,,
85_14,,3.0,,,3.0,,,
85_15,,3.0,,,3.0,,,
85_16,,3.0,,,3.0,,,
85_17,,3.0,,,3.0,,,
85_18,,3.0,,,3.0,,,
85_19,,3.0,,,3.0,,,
86_0,,1.0,,,1.0,,,
86_1,,1.0,,,1.0,,,
86_2,,1.0,,,1.0,,,
86_3,,3.0,,,3.0,,,
86_4,,3.0,,,1.0,,,
86_5,,3.0,,,3.0,,,
86_6,,3.0,,,3.0,,,
86_7,,3.0,,,3.0,,,
86_8,,3.0,,,3.0,,,
86_9,,3.0,,,3.0,,,
86_10,,3.0,,,3.0,,,
86_11,,3.0,,,3.0,,,
86_12,,3.0,,,3.0,,,
86_13,,3.0,,,3.0,,,
86_14,,3.0,,,3.0,,,
86_15,,3.0,,,3.0,,,
86_16,,3.0,,,3.0,,,
86_17,,3.0,,,3.0,,,
86_18,,3.0,,,3.0,,,
87_0,,3.0,,,3.0,,,
87_1,,1.0,,,3.0,,,
87_2,,3.0,,,3.0,,,
87_3,,3.0,,,1.0,,,
87_4,,3.0,,,1.0,,,
87_5,,3.0,,,3.0,,,
87_6,,3.0,,,1.0,,,
87_7,,1.0,,,3.0,,,
87_8,,3.0,,,1.0,,,
87_9,,3.0,,,1.0,,,
87_10,,3.0,,,3.0,,,
87_11,,1.0,,,1.0,,,
87_12,,3.0,,,3.0,,,
87_13,,3.0,,,3.0,,,
87_14,,3.0,,,3.0,,,
87_15,,3.0,,,3.0,,,
87_16,,3.0,,,3.0,,,
87_17,,3.0,,,3.0,,,
87_18,,3.0,,,3.0,,,
87_19,,1.0,,,1.0,,,
87_20,,3.0,,,3.0,,,
87_21,,3.0,,,3.0,,,
87_22,,1.0,,,1.0,,,
87_23,,3.0,,,3.0,,,
87_24,,3.0,,,3.0,,,
87_25,,3.0,,,3.0,,,
87_26,,3.0,,,3.0,,,
87_27,,3.0,,,3.0,,,
87_28,,3.0,,,3.0,,,
87_29,,1.0,,,1.0,,,
88_0,,3.0,,,3.0,,,
88_1,,3.0,,,3.0,,,
88_2,,3.0,,,3.0,,,
88_3,,3.0,,,3.0,,,
88_4,,3.0,,,3.0,,,
88_5,,3.0,,,3.0,,,
88_6,,3.0,,,3.0,,,
88_7,,3.0,,,3.0,,,
88_8,,3.0,,,3.0,,,
88_9,,3.0,,,3.0,,,
88_10,,3.0,,,3.0,,,
88_11,,3.0,,,3.0,,,
88_12,,3.0,,,3.0,,,
88_13,,1.0,,,1.0,,,
88_14,,3.0,,,3.0,,,
88_15,,3.0,,,3.0,,,
88_16,,3.0,,,3.0,,,
88_17,,1.0,,,1.0,,,
88_19,,3.0,,,3.0,,,
88_20,,1.0,,,1.0,,,
88_21,,3.0,,,3.0,,,
88_22,,3.0,,,3.0,,,
88_23,,1.0,,,1.0,,,
88_24,,3.0,,,1.0,,,
88_25,,3.0,,,3.0,,,
126_0,,3.0,,,,,,3.0
126_1,,3.0,,,,,,3.0
126_2,,3.0,,,,,,3.0
126_3,,3.0,,,,,,3.0
126_4,,3.0,,,,,,3.0
126_5,,3.0,,,,,,3.0
126_6,,3.0,,,,,,3.0
126_7,,3.0,,,,,,3.0
126_8,,3.0,,,,,,3.0
126_9,,1.0,,,,,,3.0
126_10,,3.0,,,,,,3.0
126_11,,3.0,,,,,,3.0
126_12,,3.0,,,,,,3.0
126_13,,3.0,,,,,,3.0
126_14,,3.0,,,,,,3.0
126_15,,3.0,,,,,,3.0
126_16,,3.0,,,,,,1.0
126_17,,3.0,,,,,,3.0
126_18,,3.0,,,,,,3.0
126_19,,3.0,,,,,,3.0
126_20,,3.0,,,,,,3.0
126_21,,1.0,,,,,,1.0
126_22,,3.0,,,,,,3.0
126_23,,3.0,,,,,,3.0
126_24,,3.0,,,,,,3.0
126_25,,1.0,,,,,,1.0
126_26,,3.0,,,,,,3.0
126_27,,3.0,,,,,,3.0
126_28,,3.0,,,,,,1.0
126_29,,3.0,,,,,,3.0
126_30,,1.0,,,,,,3.0
126_31,,3.0,,,,,,1.0
126_32,,3.0,,,,,,1.0
126_33,,3.0,,,,,,1.0
126_34,,3.0,,,,,,1.0
126_35,,3.0,,,,,,1.0
126_36,,1.0,,,,,,3.0
126_37,,3.0,,,,,,1.0
126_38,,3.0,,,,,,1.0
126_39,,3.0,,,,,,1.0
89_0,,3.0,,,1.0,,,
89_1,,3.0,,,3.0,,,
89_2,,3.0,,,3.0,,,
89_3,,1.0,,,1.0,,,
89_5,,3.0,,,3.0,,,
89_6,,3.0,,,1.0,,,
89_7,,1.0,,,3.0,,,
89_8,,3.0,,,3.0,,,
89_9,,1.0,,,1.0,,,
89_10,,3.0,,,3.0,,,
89_11,,3.0,,,3.0,,,
89_12,,3.0,,,3.0,,,
89_13,,3.0,,,3.0,,,
89_15,,3.0,,,3.0,,,
89_16,,3.0,,,3.0,,,
89_17,,3.0,,,3.0,,,
89_18,,3.0,,,3.0,,,
89_19,,3.0,,,3.0,,,
127_0,,3.0,,,,,,3.0
127_1,,1.0,,,,,,1.0
127_2,,3.0,,,,,,3.0
127_3,,3.0,,,,,,3.0
127_4,,3.0,,,,,,3.0
127_5,,3.0,,,,,,3.0
127_6,,3.0,,,,,,3.0
127_7,,3.0,,,,,,3.0
127_8,,3.0,,,,,,3.0
127_9,,3.0,,,,,,3.0
127_10,,3.0,,,,,,1.0
127_11,,3.0,,,,,,1.0
127_12,,1.0,,,,,,1.0
127_13,,3.0,,,,,,1.0
127_14,,3.0,,,,,,1.0
127_15,,3.0,,,,,,1.0
127_16,,3.0,,,,,,1.0
127_17,,1.0,,,,,,3.0
127_18,,3.0,,,,,,1.0
127_19,,3.0,,,,,,1.0
90_0,,3.0,,,3.0,,,
90_1,,3.0,,,3.0,,,
90_2,,3.0,,,3.0,,,
90_3,,3.0,,,3.0,,,
90_4,,1.0,,,1.0,,,
90_5,,3.0,,,3.0,,,
90_6,,3.0,,,3.0,,,
90_7,,1.0,,,1.0,,,
90_8,,3.0,,,3.0,,,
90_9,,3.0,,,3.0,,,
90_10,,3.0,,,3.0,,,
90_11,,3.0,,,1.0,,,
90_12,,1.0,,,1.0,,,
90_13,,1.0,,,1.0,,,
90_14,,3.0,,,3.0,,,
90_15,,3.0,,,3.0,,,
90_16,,3.0,,,3.0,,,
90_17,,3.0,,,1.0,,,
90_18,,1.0,,,1.0,,,
90_19,,3.0,,,3.0,,,
90_20,,3.0,,,1.0,,,
90_21,,1.0,,,1.0,,,
90_22,,1.0,,,1.0,,,
90_23,,3.0,,,1.0,,,
90_24,,3.0,,,3.0,,,
90_25,,1.0,,,1.0,,,
90_26,,3.0,,,1.0,,,
90_27,,3.0,,,3.0,,,
90_28,,3.0,,,3.0,,,
90_29,,3.0,,,1.0,,,
128_0,,3.0,,,,,,3.0
128_1,,3.0,,,,,,3.0
128_2,,3.0,,,,,,3.0
128_3,,3.0,,,,,,3.0
128_4,,3.0,,,,,,3.0
128_6,,3.0,,,,,,3.0
128_7,,3.0,,,,,,3.0
128_8,,3.0,,,,,,3.0
128_9,,1.0,,,,,,1.0
128_10,,3.0,,,,,,1.0
128_11,,3.0,,,,,,1.0
128_12,,3.0,,,,,,1.0
128_13,,3.0,,,,,,1.0
128_14,,3.0,,,,,,1.0
128_15,,3.0,,,,,,1.0
128_16,,3.0,,,,,,1.0
128_17,,3.0,,,,,,1.0
128_18,,3.0,,,,,,3.0
128_19,,3.0,,,,,,1.0
91_0,,1.0,,,1.0,,,
91_1,,1.0,,,3.0,,,
91_3,,3.0,,,3.0,,,
91_4,,3.0,,,1.0,,,
91_5,,3.0,,,3.0,,,
91_6,,3.0,,,3.0,,,
91_7,,3.0,,,3.0,,,
91_8,,3.0,,,3.0,,,
91_9,,1.0,,,1.0,,,
91_10,,3.0,,,3.0,,,
91_11,,3.0,,,3.0,,,
91_12,,1.0,,,1.0,,,
91_13,,3.0,,,3.0,,,
91_14,,3.0,,,3.0,,,
91_15,,3.0,,,3.0,,,
91_16,,3.0,,,3.0,,,
91_17,,3.0,,,3.0,,,
91_18,,3.0,,,3.0,,,
91_19,,3.0,,,3.0,,,
92_0,,1.0,,,3.0,,,
92_1,,1.0,,,1.0,,,
92_2,,3.0,,,3.0,,,
92_3,,3.0,,,3.0,,,
92_4,,3.0,,,3.0,,,
92_5,,3.0,,,3.0,,,
92_6,,1.0,,,3.0,,,
92_7,,3.0,,,3.0,,,
92_8,,3.0,,,3.0,,,
92_9,,3.0,,,3.0,,,
92_10,,3.0,,,3.0,,,
92_11,,3.0,,,3.0,,,
92_12,,3.0,,,3.0,,,
92_13,,3.0,,,3.0,,,
92_14,,3.0,,,3.0,,,
92_15,,3.0,,,1.0,,,
92_16,,3.0,,,3.0,,,
92_17,,3.0,,,3.0,,,
92_18,,3.0,,,3.0,,,
92_19,,3.0,,,3.0,,,
129_0,,3.0,,,,,,3.0
129_1,,3.0,,,,,,3.0
129_2,,3.0,,,,,,3.0
129_3,,3.0,,,,,,3.0
129_4,,3.0,,,,,,3.0
129_5,,3.0,,,,,,3.0
129_6,,3.0,,,,,,3.0
129_7,,3.0,,,,,,3.0
129_8,,3.0,,,,,,3.0
129_9,,3.0,,,,,,3.0
129_10,,3.0,,,,,,1.0
129_11,,3.0,,,,,,1.0
129_12,,3.0,,,,,,3.0
129_13,,1.0,,,,,,1.0
129_14,,3.0,,,,,,3.0
129_16,,3.0,,,,,,3.0
129_17,,1.0,,,,,,1.0
129_18,,1.0,,,,,,1.0
129_19,,1.0,,,,,,1.0
129_20,,3.0,,,,,,1.0
129_21,,3.0,,,,,,1.0
129_22,,3.0,,,,,,1.0
129_23,,3.0,,,,,,1.0
129_24,,3.0,,,,,,1.0
129_25,,3.0,,,,,,1.0
129_26,,3.0,,,,,,1.0
129_27,,3.0,,,,,,1.0
129_28,,3.0,,,,,,3.0
129_29,,3.0,,,,,,1.0
93_1,,3.0,,,1.0,,,
93_2,,1.0,,,3.0,,,
93_3,,1.0,,,3.0,,,
93_4,,3.0,,,1.0,,,
93_5,,3.0,,,1.0,,,
93_6,,3.0,,,3.0,,,
93_7,,1.0,,,3.0,,,
93_8,,1.0,,,3.0,,,
93_9,,1.0,,,3.0,,,
93_10,,3.0,,,3.0,,,
93_11,,3.0,,,3.0,,,
93_12,,3.0,,,3.0,,,
93_13,,1.0,,,3.0,,,
93_14,,3.0,,,3.0,,,
93_15,,3.0,,,3.0,,,
93_16,,3.0,,,3.0,,,
93_17,,3.0,,,3.0,,,
93_18,,3.0,,,3.0,,,
93_19,,3.0,,,3.0,,,
130_0,,3.0,,,,,,3.0
130_1,,3.0,,,,,,1.0
130_2,,3.0,,,,,,3.0
130_3,,1.0,,,,,,1.0
130_4,,3.0,,,,,,3.0
130_5,,1.0,,,,,,1.0
130_6,,1.0,,,,,,3.0
130_7,,3.0,,,,,,3.0
130_8,,1.0,,,,,,1.0
130_9,,1.0,,,,,,1.0
130_10,,3.0,,,,,,3.0
130_12,,3.0,,,,,,3.0
130_13,,3.0,,,,,,3.0
94_0,,3.0,,,3.0,,,
94_1,,3.0,,,3.0,,,
94_2,,3.0,,,3.0,,,
94_3,,3.0,,,3.0,,,
94_4,,3.0,,,3.0,,,
94_5,,3.0,,,3.0,,,
94_6,,3.0,,,3.0,,,
94_7,,3.0,,,3.0,,,
94_8,,3.0,,,3.0,,,
94_9,,3.0,,,3.0,,,
94_11,,1.0,,,1.0,,,
94_12,,3.0,,,3.0,,,
94_13,,3.0,,,1.0,,,
94_14,,1.0,,,1.0,,,
94_15,,3.0,,,3.0,,,
94_16,,3.0,,,3.0,,,
94_17,,3.0,,,3.0,,,
94_18,,1.0,,,1.0,,,
94_19,,3.0,,,1.0,,,
94_20,,3.0,,,3.0,,,
94_21,,3.0,,,3.0,,,
94_22,,3.0,,,3.0,,,
94_23,,3.0,,,3.0,,,
94_24,,3.0,,,3.0,,,
94_25,,3.0,,,3.0,,,
94_26,,1.0,,,1.0,,,
94_27,,1.0,,,1.0,,,
94_28,,1.0,,,1.0,,,
94_29,,3.0,,,3.0,,,
94_30,,3.0,,,3.0,,,
94_31,,3.0,,,3.0,,,
94_32,,3.0,,,3.0,,,
94_33,,3.0,,,3.0,,,
94_34,,3.0,,,3.0,,,
94_35,,3.0,,,3.0,,,
94_36,,3.0,,,3.0,,,
94_37,,1.0,,,1.0,,,
94_38,,3.0,,,3.0,,,
94_39,,3.0,,,1.0,,,
95_0,,3.0,,,3.0,,,
95_1,,3.0,,,1.0,,,
95_2,,3.0,,,3.0,,,
95_3,,3.0,,,3.0,,,
95_4,,3.0,,,3.0,,,
95_5,,3.0,,,3.0,,,
95_6,,3.0,,,3.0,,,
95_7,,3.0,,,3.0,,,
95_8,,3.0,,,3.0,,,
95_9,,3.0,,,3.0,,,
95_10,,3.0,,,3.0,,,
95_11,,1.0,,,1.0,,,
95_12,,1.0,,,3.0,,,
95_13,,3.0,,,3.0,,,
95_14,,1.0,,,1.0,,,
95_15,,3.0,,,3.0,,,
95_16,,3.0,,,3.0,,,
95_17,,3.0,,,3.0,,,
95_18,,3.0,,,3.0,,,
95_19,,3.0,,,3.0,,,
131_0,,3.0,,,,,,3.0
131_1,,3.0,,,,,,3.0
131_2,,3.0,,,,,,3.0
131_3,,3.0,,,,,,3.0
131_4,,3.0,,,,,,3.0
131_5,,3.0,,,,,,3.0
131_6,,3.0,,,,,,3.0
131_7,,3.0,,,,,,3.0
131_8,,3.0,,,,,,3.0
131_9,,3.0,,,,,,3.0
131_10,,1.0,,,,,,3.0
131_11,,3.0,,,,,,1.0
131_12,,3.0,,,,,,1.0
131_13,,3.0,,,,,,1.0
131_14,,1.0,,,,,,3.0
131_15,,1.0,,,,,,1.0
131_16,,3.0,,,,,,1.0
131_17,,1.0,,,,,,1.0
131_18,,3.0,,,,,,1.0
131_19,,3.0,,,,,,1.0
96_0,,3.0,,,3.0,,,
96_1,,3.0,,,3.0,,,
96_2,,3.0,,,1.0,,,
96_3,,3.0,,,3.0,,,
96_4,,3.0,,,3.0,,,
96_5,,3.0,,,3.0,,,
96_6,,3.0,,,3.0,,,
96_7,,3.0,,,3.0,,,
96_8,,3.0,,,3.0,,,
96_9,,3.0,,,3.0,,,
96_10,,3.0,,,1.0,,,
96_11,,3.0,,,3.0,,,
96_12,,3.0,,,3.0,,,
96_13,,1.0,,,1.0,,,
96_14,,3.0,,,3.0,,,
96_15,,3.0,,,3.0,,,
96_16,,3.0,,,3.0,,,
96_17,,1.0,,,1.0,,,
96_18,,1.0,,,1.0,,,
96_19,,3.0,,,3.0,,,
132_0,,3.0,,,,,,3.0
132_1,,3.0,,,,,,3.0
132_2,,3.0,,,,,,3.0
132_3,,3.0,,,,,,3.0
132_4,,3.0,,,,,,3.0
132_5,,3.0,,,,,,3.0
132_6,,3.0,,,,,,3.0
132_7,,3.0,,,,,,3.0
132_8,,3.0,,,,,,3.0
132_9,,3.0,,,,,,3.0
132_10,,1.0,,,,,,1.0
132_11,,3.0,,,,,,3.0
132_12,,1.0,,,,,,1.0
132_13,,1.0,,,,,,1.0
132_14,,3.0,,,,,,3.0
132_15,,3.0,,,,,,3.0
132_16,,3.0,,,,,,3.0
97_0,,3.0,,,3.0,,,
97_1,,3.0,,,3.0,,,
97_2,,3.0,,,1.0,,,
97_3,,3.0,,,3.0,,,
97_4,,3.0,,,3.0,,,
97_5,,3.0,,,3.0,,,
97_6,,1.0,,,3.0,,,
97_7,,1.0,,,3.0,,,
97_8,,1.0,,,1.0,,,
97_9,,3.0,,,3.0,,,
97_10,,3.0,,,3.0,,,
97_11,,3.0,,,3.0,,,
97_12,,3.0,,,3.0,,,
97_13,,3.0,,,3.0,,,
97_14,,3.0,,,3.0,,,
97_15,,3.0,,,3.0,,,
97_16,,3.0,,,1.0,,,
97_17,,3.0,,,3.0,,,
97_18,,1.0,,,1.0,,,
97_19,,1.0,,,1.0,,,
98_0,,3.0,,,3.0,,,
98_1,,3.0,,,1.0,,,
98_2,,3.0,,,3.0,,,
98_3,,3.0,,,3.0,,,
98_4,,3.0,,,3.0,,,
98_5,,3.0,,,3.0,,,
98_6,,3.0,,,3.0,,,
98_7,,3.0,,,3.0,,,
98_8,,3.0,,,3.0,,,
98_9,,3.0,,,3.0,,,
98_10,,1.0,,,1.0,,,
98_11,,3.0,,,3.0,,,
98_12,,1.0,,,1.0,,,
98_13,,3.0,,,3.0,,,
98_14,,3.0,,,3.0,,,
98_15,,3.0,,,1.0,,,
98_16,,3.0,,,1.0,,,
98_17,,3.0,,,3.0,,,
98_18,,1.0,,,1.0,,,
98_19,,3.0,,,3.0,,,
99_0,,3.0,,,3.0,,,
99_1,,3.0,,,3.0,,,
99_2,,3.0,,,3.0,,,
99_3,,3.0,,,3.0,,,
99_4,,1.0,,,3.0,,,
99_5,,3.0,,,3.0,,,
99_6,,3.0,,,3.0,,,
99_7,,3.0,,,3.0,,,
99_8,,3.0,,,3.0,,,
99_9,,3.0,,,3.0,,,
99_10,,3.0,,,1.0,,,
99_11,,3.0,,,1.0,,,
99_12,,1.0,,,1.0,,,
99_13,,3.0,,,3.0,,,
99_14,,1.0,,,1.0,,,
99_15,,1.0,,,1.0,,,
99_16,,3.0,,,3.0,,,
99_17,,3.0,,,3.0,,,
99_18,,1.0,,,3.0,,,
99_19,,3.0,,,3.0,,,
99_20,,3.0,,,1.0,,,
99_21,,3.0,,,3.0,,,
99_22,,1.0,,,1.0,,,
99_23,,3.0,,,3.0,,,
99_24,,3.0,,,3.0,,,
99_25,,1.0,,,3.0,,,
99_26,,1.0,,,1.0,,,
99_27,,1.0,,,1.0,,,
99_28,,1.0,,,1.0,,,
99_29,,3.0,,,3.0,,,
100_0,,3.0,,,3.0,,,
100_1,,1.0,,,1.0,,,
100_2,,1.0,,,1.0,,,
100_3,,1.0,,,1.0,,,
100_4,,3.0,,,3.0,,,
100_5,,3.0,,,1.0,,,
100_6,,3.0,,,1.0,,,
100_7,,3.0,,,3.0,,,
100_8,,3.0,,,3.0,,,
100_9,,3.0,,,3.0,,,
100_10,,3.0,,,3.0,,,
100_11,,3.0,,,3.0,,,
100_12,,3.0,,,3.0,,,
100_13,,3.0,,,3.0,,,
100_14,,3.0,,,3.0,,,
100_15,,3.0,,,3.0,,,
100_16,,3.0,,,3.0,,,
100_17,,3.0,,,3.0,,,
100_18,,3.0,,,3.0,,,
100_19,,3.0,,,3.0,,,
133_0,,3.0,,,,,,3.0
133_1,,3.0,,,,,,3.0
133_2,,3.0,,,,,,3.0
133_3,,3.0,,,,,,3.0
133_4,,3.0,,,,,,3.0
133_5,,3.0,,,,,,3.0
133_6,,3.0,,,,,,3.0
133_7,,3.0,,,,,,3.0
133_8,,3.0,,,,,,3.0
133_9,,3.0,,,,,,3.0
133_11,,1.0,,,,,,3.0
133_12,,3.0,,,,,,3.0
133_13,,1.0,,,,,,3.0
133_14,,1.0,,,,,,3.0
133_15,,3.0,,,,,,1.0
133_16,,3.0,,,,,,3.0
133_17,,3.0,,,,,,1.0
133_18,,3.0,,,,,,1.0
133_19,,3.0,,,,,,1.0
134_0,,3.0,,,,,,3.0
134_1,,3.0,,,,,,3.0
134_2,,3.0,,,,,,3.0
134_3,,3.0,,,,,,3.0
134_4,,3.0,,,,,,3.0
134_5,,3.0,,,,,,3.0
134_6,,3.0,,,,,,3.0
134_7,,3.0,,,,,,3.0
134_8,,3.0,,,,,,3.0
134_9,,3.0,,,,,,3.0
134_10,,3.0,,,,,,1.0
134_11,,3.0,,,,,,3.0
134_12,,3.0,,,,,,1.0
134_13,,3.0,,,,,,1.0
134_14,,3.0,,,,,,1.0
134_15,,3.0,,,,,,1.0
134_16,,3.0,,,,,,1.0
134_17,,3.0,,,,,,3.0
134_18,,3.0,,,,,,3.0
134_19,,3.0,,,,,,3.0
135_0,,3.0,,,,,,3.0
135_1,,3.0,,,,,,3.0
135_2,,3.0,,,,,,3.0
135_3,,3.0,,,,,,1.0
135_4,,3.0,,,,,,3.0
135_5,,3.0,,,,,,3.0
135_6,,3.0,,,,,,3.0
135_8,,3.0,,,,,,1.0
135_9,,3.0,,,,,,1.0
135_10,,3.0,,,,,,1.0
135_11,,3.0,,,,,,1.0
135_12,,1.0,,,,,,3.0
135_13,,3.0,,,,,,1.0
135_14,,3.0,,,,,,3.0
135_15,,3.0,,,,,,3.0
135_16,,1.0,,,,,,3.0
135_17,,3.0,,,,,,3.0
135_18,,3.0,,,,,,1.0
135_19,,3.0,,,,,,1.0
136_0,,3.0,,,,,,3.0
136_1,,3.0,,,,,,3.0
136_2,,3.0,,,,,,3.0
136_3,,3.0,,,,,,3.0
136_4,,3.0,,,,,,3.0
136_5,,3.0,,,,,,3.0
136_6,,3.0,,,,,,3.0
136_7,,3.0,,,,,,3.0
136_8,,3.0,,,,,,3.0
136_9,,3.0,,,,,,3.0
136_10,,3.0,,,,,,3.0
136_11,,3.0,,,,,,1.0
136_12,,3.0,,,,,,3.0
136_13,,3.0,,,,,,3.0
136_14,,3.0,,,,,,1.0
136_15,,3.0,,,,,,3.0
136_17,,1.0,,,,,,1.0
136_18,,1.0,,,,,,1.0
136_19,,3.0,,,,,,3.0
136_20,,3.0,,,,,,3.0
136_21,,1.0,,,,,,1.0
136_22,,3.0,,,,,,1.0
136_23,,1.0,,,,,,1.0
136_24,,3.0,,,,,,3.0
136_25,,1.0,,,,,,1.0
136_26,,3.0,,,,,,1.0
136_27,,1.0,,,,,,1.0
137_0,,3.0,,,,,,1.0
137_1,,3.0,,,,,,1.0
137_2,,3.0,,,,,,1.0
137_3,,3.0,,,,,,3.0
137_4,,3.0,,,,,,1.0
137_5,,3.0,,,,,,1.0
137_6,,3.0,,,,,,1.0
137_7,,3.0,,,,,,1.0
137_8,,3.0,,,,,,1.0
137_9,,3.0,,,,,,1.0
137_10,,3.0,,,,,,3.0
137_11,,3.0,,,,,,3.0
137_12,,3.0,,,,,,3.0
137_13,,3.0,,,,,,1.0
137_14,,3.0,,,,,,3.0
137_15,,3.0,,,,,,3.0
137_16,,3.0,,,,,,3.0
137_17,,3.0,,,,,,3.0
137_18,,3.0,,,,,,3.0
137_19,,3.0,,,,,,3.0
101_0,,3.0,,,3.0,,,
101_1,,3.0,,,3.0,,,
101_2,,1.0,,,1.0,,,
101_3,,3.0,,,3.0,,,
101_4,,3.0,,,3.0,,,
101_5,,3.0,,,3.0,,,
101_6,,3.0,,,3.0,,,
101_7,,3.0,,,3.0,,,
101_8,,1.0,,,1.0,,,
101_9,,1.0,,,3.0,,,
101_10,,3.0,,,3.0,,,
101_11,,3.0,,,3.0,,,
101_12,,3.0,,,3.0,,,
101_13,,3.0,,,3.0,,,
101_14,,3.0,,,3.0,,,
101_15,,3.0,,,3.0,,,
101_16,,3.0,,,3.0,,,
101_17,,3.0,,,3.0,,,
101_18,,3.0,,,3.0,,,
101_19,,3.0,,,3.0,,,
138_0,,3.0,,,,,,3.0
138_1,,3.0,,,,,,1.0
138_2,,3.0,,,,,,3.0
138_3,,3.0,,,,,,1.0
138_4,,3.0,,,,,,3.0
138_5,,1.0,,,,,,3.0
138_6,,3.0,,,,,,1.0
138_7,,3.0,,,,,,1.0
138_8,,3.0,,,,,,1.0
138_9,,3.0,,,,,,3.0
138_10,,1.0,,,,,,1.0
138_11,,3.0,,,,,,3.0
138_12,,3.0,,,,,,3.0
138_13,,3.0,,,,,,1.0
138_14,,1.0,,,,,,1.0
138_15,,3.0,,,,,,3.0
138_16,,3.0,,,,,,3.0
138_17,,3.0,,,,,,1.0
138_18,,3.0,,,,,,1.0
138_20,,3.0,,,,,,3.0
138_21,,3.0,,,,,,3.0
138_22,,1.0,,,,,,1.0
138_23,,1.0,,,,,,3.0
138_24,,3.0,,,,,,3.0
102_0,,3.0,,,3.0,,,
102_1,,3.0,,,1.0,,,
102_2,,3.0,,,3.0,,,
102_3,,1.0,,,1.0,,,
102_4,,3.0,,,1.0,,,
102_5,,3.0,,,3.0,,,
102_6,,3.0,,,3.0,,,
102_7,,3.0,,,1.0,,,
102_8,,3.0,,,3.0,,,
102_9,,3.0,,,3.0,,,
102_10,,3.0,,,1.0,,,
102_11,,3.0,,,3.0,,,
102_12,,3.0,,,3.0,,,
102_13,,3.0,,,3.0,,,
102_14,,3.0,,,3.0,,,
102_15,,3.0,,,3.0,,,
102_16,,3.0,,,3.0,,,
102_17,,3.0,,,3.0,,,
102_18,,3.0,,,3.0,,,
102_19,,3.0,,,3.0,,,
139_0,,3.0,,,,,,3.0
139_1,,3.0,,,,,,3.0
139_2,,3.0,,,,,,1.0
139_3,,3.0,,,,,,3.0
139_4,,3.0,,,,,,3.0
139_5,,3.0,,,,,,3.0
139_6,,3.0,,,,,,3.0
139_7,,3.0,,,,,,3.0
139_8,,3.0,,,,,,3.0
139_9,,3.0,,,,,,3.0
139_10,,3.0,,,,,,1.0
139_11,,3.0,,,,,,1.0
139_12,,3.0,,,,,,3.0
139_13,,1.0,,,,,,3.0
139_14,,3.0,,,,,,3.0
139_15,,3.0,,,,,,1.0
139_16,,3.0,,,,,,3.0
139_17,,3.0,,,,,,1.0
139_18,,1.0,,,,,,3.0
139_19,,3.0,,,,,,1.0
140_0,,3.0,,,,,,3.0
140_1,,3.0,,,,,,3.0
140_2,,3.0,,,,,,3.0
140_3,,3.0,,,,,,3.0
140_4,,3.0,,,,,,3.0
140_5,,3.0,,,,,,3.0
140_6,,3.0,,,,,,3.0
140_7,,3.0,,,,,,3.0
140_8,,3.0,,,,,,3.0
140_9,,1.0,,,,,,3.0
140_10,,3.0,,,,,,1.0
140_11,,3.0,,,,,,1.0
140_12,,3.0,,,,,,1.0
140_13,,3.0,,,,,,1.0
140_14,,3.0,,,,,,1.0
140_15,,3.0,,,,,,1.0
140_16,,3.0,,,,,,1.0
